t,vid,type,hop
31.4,wrong_way_01,WRONG_WAY,1
31.5,car_10,COLLISION,1
31.5,car_10,COLLISION,1
31.5,car_10,COLLISION,1
31.5,car_10,COLLISION,1
31.5,wrong_way_01,WRONG_WAY,1
31.6,car_10,COLLISION,1
31.6,car_10,COLLISION,1
31.6,car_10,COLLISION,1
31.6,car_10,COLLISION,1
31.6,wrong_way_01,WRONG_WAY,1
31.7,car_10,COLLISION,1
31.7,car_10,COLLISION,1
31.7,car_10,COLLISION,1
31.7,car_10,COLLISION,1
31.7,wrong_way_01,WRONG_WAY,1
31.8,car_10,COLLISION,1
31.8,car_10,COLLISION,1
31.8,car_10,COLLISION,1
31.8,car_10,COLLISION,1
31.8,wrong_way_01,WRONG_WAY,1
31.9,car_10,COLLISION,1
31.9,car_10,COLLISION,1
31.9,car_10,COLLISION,1
31.9,car_10,COLLISION,1
31.9,wrong_way_01,WRONG_WAY,1
32.0,car_10,COLLISION,1
32.0,car_10,COLLISION,1
32.0,car_10,COLLISION,1
32.0,car_10,COLLISION,1
32.0,wrong_way_01,WRONG_WAY,1
32.1,car_10,COLLISION,1
32.1,car_10,COLLISION,1
32.1,car_10,COLLISION,1
32.1,car_10,COLLISION,1
32.1,wrong_way_01,WRONG_WAY,1
32.2,car_10,COLLISION,1
32.2,car_10,COLLISION,1
32.2,car_10,COLLISION,1
32.2,car_10,COLLISION,1
32.2,wrong_way_01,WRONG_WAY,1
32.3,car_10,COLLISION,1
32.3,car_10,COLLISION,1
32.3,car_10,COLLISION,1
32.3,car_10,COLLISION,1
32.3,wrong_way_01,WRONG_WAY,1
32.4,car_10,COLLISION,1
32.4,car_10,COLLISION,1
32.4,car_10,COLLISION,1
32.4,car_10,COLLISION,1
32.4,wrong_way_01,WRONG_WAY,1
32.5,car_10,COLLISION,1
32.5,car_10,COLLISION,1
32.5,car_10,COLLISION,1
32.5,car_10,COLLISION,1
32.5,wrong_way_01,WRONG_WAY,1
32.6,car_10,COLLISION,1
32.6,car_10,COLLISION,1
32.6,car_10,COLLISION,1
32.6,car_10,COLLISION,1
32.6,wrong_way_01,WRONG_WAY,1
32.7,car_10,COLLISION,1
32.7,car_10,COLLISION,1
32.7,car_10,COLLISION,1
32.7,car_10,COLLISION,1
32.7,wrong_way_01,WRONG_WAY,1
32.8,car_10,COLLISION,1
32.8,car_10,COLLISION,1
32.8,car_10,COLLISION,1
32.8,car_10,COLLISION,1
32.8,wrong_way_01,WRONG_WAY,1
32.9,car_10,COLLISION,1
32.9,car_10,COLLISION,1
32.9,car_10,COLLISION,1
32.9,car_10,COLLISION,1
32.9,wrong_way_01,WRONG_WAY,1
33.0,car_10,COLLISION,1
33.0,car_10,COLLISION,1
33.0,car_10,COLLISION,1
33.0,wrong_way_01,WRONG_WAY,1
33.0,wrong_way_01,WRONG_WAY,1
33.1,car_10,COLLISION,1
33.1,car_10,COLLISION,1
33.1,car_10,COLLISION,1
33.1,wrong_way_01,WRONG_WAY,1
33.1,wrong_way_01,WRONG_WAY,1
33.2,car_10,COLLISION,1
33.2,car_10,COLLISION,1
33.2,car_10,COLLISION,1
33.2,wrong_way_01,WRONG_WAY,1
33.2,wrong_way_01,WRONG_WAY,1
33.3,car_13,COLLISION,1
33.3,car_13,COLLISION,1
33.3,car_13,COLLISION,1
33.3,wrong_way_01,WRONG_WAY,1
33.3,wrong_way_01,WRONG_WAY,1
33.4,car_13,COLLISION,1
33.4,car_13,COLLISION,1
33.4,car_13,COLLISION,1
33.4,wrong_way_01,WRONG_WAY,1
33.4,wrong_way_01,WRONG_WAY,1
33.5,car_13,COLLISION,1
33.5,car_13,COLLISION,1
33.5,car_13,COLLISION,1
33.5,car_13,COLLISION,1
33.5,wrong_way_01,WRONG_WAY,1
33.6,car_13,COLLISION,1
33.6,car_13,COLLISION,1
33.6,car_13,COLLISION,1
33.6,wrong_way_01,WRONG_WAY,1
33.6,wrong_way_01,WRONG_WAY,1
33.7,car_13,COLLISION,1
33.7,car_13,COLLISION,1
33.7,car_13,COLLISION,1
33.7,wrong_way_01,WRONG_WAY,1
33.7,wrong_way_01,WRONG_WAY,1
33.8,car_13,COLLISION,1
33.8,car_13,COLLISION,1
33.8,car_13,COLLISION,1
33.8,wrong_way_01,WRONG_WAY,1
33.8,wrong_way_01,WRONG_WAY,1
33.9,car_13,COLLISION,1
33.9,car_13,COLLISION,1
33.9,car_13,COLLISION,1
33.9,wrong_way_01,WRONG_WAY,1
33.9,wrong_way_01,WRONG_WAY,1
34.0,car_13,COLLISION,1
34.0,car_13,COLLISION,1
34.0,wrong_way_01,WRONG_WAY,1
34.0,wrong_way_01,WRONG_WAY,1
34.0,wrong_way_01,WRONG_WAY,1
34.1,car_13,COLLISION,1
34.1,wrong_way_01,WRONG_WAY,1
34.1,wrong_way_01,WRONG_WAY,1
34.1,wrong_way_01,WRONG_WAY,1
34.1,wrong_way_01,WRONG_WAY,1
34.2,wrong_way_01,WRONG_WAY,1
34.2,wrong_way_01,WRONG_WAY,1
34.2,wrong_way_01,WRONG_WAY,1
34.2,wrong_way_01,WRONG_WAY,1
34.2,wrong_way_01,WRONG_WAY,1
34.3,wrong_way_01,WRONG_WAY,1
34.3,wrong_way_01,WRONG_WAY,1
34.3,wrong_way_01,WRONG_WAY,1
34.3,wrong_way_01,WRONG_WAY,1
34.3,wrong_way_01,WRONG_WAY,1
34.4,wrong_way_01,WRONG_WAY,1
34.4,wrong_way_01,WRONG_WAY,1
34.4,wrong_way_01,WRONG_WAY,1
34.4,wrong_way_01,WRONG_WAY,1
34.4,wrong_way_01,WRONG_WAY,1
34.5,wrong_way_01,WRONG_WAY,1
34.5,wrong_way_01,WRONG_WAY,1
34.5,wrong_way_01,WRONG_WAY,1
34.5,wrong_way_01,WRONG_WAY,1
34.5,wrong_way_01,WRONG_WAY,1
34.6,car_14,COLLISION,1
34.6,wrong_way_01,WRONG_WAY,1
34.6,wrong_way_01,WRONG_WAY,1
34.6,wrong_way_01,WRONG_WAY,1
34.6,wrong_way_01,WRONG_WAY,1
34.7,wrong_way_01,WRONG_WAY,1
34.7,wrong_way_01,WRONG_WAY,1
34.7,wrong_way_01,WRONG_WAY,1
34.7,wrong_way_01,WRONG_WAY,1
34.7,wrong_way_01,WRONG_WAY,1
34.8,wrong_way_01,WRONG_WAY,1
34.8,wrong_way_01,WRONG_WAY,1
34.8,wrong_way_01,WRONG_WAY,1
34.8,wrong_way_01,WRONG_WAY,1
34.8,wrong_way_01,WRONG_WAY,1
34.9,wrong_way_01,WRONG_WAY,1
34.9,wrong_way_01,WRONG_WAY,1
34.9,wrong_way_01,WRONG_WAY,1
34.9,wrong_way_01,WRONG_WAY,1
34.9,wrong_way_01,WRONG_WAY,1
35.0,wrong_way_01,WRONG_WAY,1
35.0,wrong_way_01,WRONG_WAY,1
35.0,wrong_way_01,WRONG_WAY,1
35.0,wrong_way_01,WRONG_WAY,1
35.0,wrong_way_01,WRONG_WAY,1
35.1,wrong_way_01,WRONG_WAY,1
35.1,wrong_way_01,WRONG_WAY,1
35.1,wrong_way_01,WRONG_WAY,1
35.1,wrong_way_01,WRONG_WAY,1
35.1,wrong_way_01,WRONG_WAY,1
35.2,wrong_way_01,WRONG_WAY,1
35.2,wrong_way_01,WRONG_WAY,1
35.2,wrong_way_01,WRONG_WAY,1
35.2,wrong_way_01,WRONG_WAY,1
35.2,wrong_way_01,WRONG_WAY,1
35.3,wrong_way_01,WRONG_WAY,1
35.3,wrong_way_01,WRONG_WAY,1
35.3,wrong_way_01,WRONG_WAY,1
35.3,wrong_way_01,WRONG_WAY,1
35.3,wrong_way_01,WRONG_WAY,1
35.4,wrong_way_01,WRONG_WAY,1
35.4,wrong_way_01,WRONG_WAY,1
35.4,wrong_way_01,WRONG_WAY,1
35.4,wrong_way_01,WRONG_WAY,1
35.4,wrong_way_01,WRONG_WAY,1
35.5,wrong_way_01,WRONG_WAY,1
35.5,wrong_way_01,WRONG_WAY,1
35.5,wrong_way_01,WRONG_WAY,1
35.5,wrong_way_01,WRONG_WAY,1
35.5,wrong_way_01,WRONG_WAY,1
35.6,wrong_way_01,WRONG_WAY,1
35.6,wrong_way_01,WRONG_WAY,1
35.6,wrong_way_01,WRONG_WAY,1
35.6,wrong_way_01,WRONG_WAY,1
35.6,wrong_way_01,WRONG_WAY,1
35.7,wrong_way_01,WRONG_WAY,1
35.7,wrong_way_01,WRONG_WAY,1
35.7,wrong_way_01,WRONG_WAY,1
35.7,wrong_way_01,WRONG_WAY,1
35.7,wrong_way_01,WRONG_WAY,1
35.8,wrong_way_01,WRONG_WAY,1
35.8,wrong_way_01,WRONG_WAY,1
35.8,wrong_way_01,WRONG_WAY,1
35.8,wrong_way_01,WRONG_WAY,1
35.8,wrong_way_01,WRONG_WAY,1
35.9,wrong_way_01,WRONG_WAY,1
35.9,wrong_way_01,WRONG_WAY,1
35.9,wrong_way_01,WRONG_WAY,1
35.9,wrong_way_01,WRONG_WAY,1
35.9,wrong_way_01,WRONG_WAY,1
36.0,wrong_way_01,WRONG_WAY,1
36.0,wrong_way_01,WRONG_WAY,1
36.0,wrong_way_01,WRONG_WAY,1
36.0,wrong_way_01,WRONG_WAY,1
36.0,wrong_way_01,WRONG_WAY,1
36.1,wrong_way_01,WRONG_WAY,1
36.1,wrong_way_01,WRONG_WAY,1
36.1,wrong_way_01,WRONG_WAY,1
36.1,wrong_way_01,WRONG_WAY,1
36.1,wrong_way_01,WRONG_WAY,1
36.2,wrong_way_01,WRONG_WAY,1
36.2,wrong_way_01,WRONG_WAY,1
36.2,wrong_way_01,WRONG_WAY,1
36.2,wrong_way_01,WRONG_WAY,1
36.2,wrong_way_01,WRONG_WAY,1
36.3,wrong_way_01,WRONG_WAY,1
36.3,wrong_way_01,WRONG_WAY,1
36.3,wrong_way_01,WRONG_WAY,1
36.3,wrong_way_01,WRONG_WAY,1
36.3,wrong_way_01,WRONG_WAY,1
36.4,wrong_way_01,WRONG_WAY,1
36.4,wrong_way_01,WRONG_WAY,1
36.4,wrong_way_01,WRONG_WAY,1
36.4,wrong_way_01,WRONG_WAY,1
36.4,wrong_way_01,WRONG_WAY,1
36.5,wrong_way_01,WRONG_WAY,1
36.5,wrong_way_01,WRONG_WAY,1
36.5,wrong_way_01,WRONG_WAY,1
36.5,wrong_way_01,WRONG_WAY,1
36.5,wrong_way_01,WRONG_WAY,1
36.6,wrong_way_01,WRONG_WAY,1
36.6,wrong_way_01,WRONG_WAY,1
36.6,wrong_way_01,WRONG_WAY,1
36.6,wrong_way_01,WRONG_WAY,1
36.6,wrong_way_01,WRONG_WAY,1
36.7,wrong_way_01,WRONG_WAY,1
36.7,wrong_way_01,WRONG_WAY,1
36.7,wrong_way_01,WRONG_WAY,1
36.7,wrong_way_01,WRONG_WAY,1
36.7,wrong_way_01,WRONG_WAY,1
36.8,wrong_way_01,WRONG_WAY,1
36.8,wrong_way_01,WRONG_WAY,1
36.8,wrong_way_01,WRONG_WAY,1
36.8,wrong_way_01,WRONG_WAY,1
36.8,wrong_way_01,WRONG_WAY,1
36.9,wrong_way_01,WRONG_WAY,1
36.9,wrong_way_01,WRONG_WAY,1
36.9,wrong_way_01,WRONG_WAY,1
36.9,wrong_way_01,WRONG_WAY,1
36.9,wrong_way_01,WRONG_WAY,1
37.0,wrong_way_01,WRONG_WAY,1
37.0,wrong_way_01,WRONG_WAY,1
37.0,wrong_way_01,WRONG_WAY,1
37.0,wrong_way_01,WRONG_WAY,1
37.0,wrong_way_01,WRONG_WAY,1
37.1,wrong_way_01,WRONG_WAY,1
37.1,wrong_way_01,WRONG_WAY,1
37.1,wrong_way_01,WRONG_WAY,1
37.1,wrong_way_01,WRONG_WAY,1
37.1,wrong_way_01,WRONG_WAY,1
37.2,wrong_way_01,WRONG_WAY,1
37.2,wrong_way_01,WRONG_WAY,1
37.2,wrong_way_01,WRONG_WAY,1
37.2,wrong_way_01,WRONG_WAY,1
37.2,wrong_way_01,WRONG_WAY,1
37.3,wrong_way_01,WRONG_WAY,1
37.3,wrong_way_01,WRONG_WAY,1
37.3,wrong_way_01,WRONG_WAY,1
37.3,wrong_way_01,WRONG_WAY,1
37.3,wrong_way_01,WRONG_WAY,1
37.4,wrong_way_01,WRONG_WAY,1
37.4,wrong_way_01,WRONG_WAY,1
37.4,wrong_way_01,WRONG_WAY,1
37.4,wrong_way_01,WRONG_WAY,1
37.4,wrong_way_01,WRONG_WAY,1
37.5,wrong_way_01,WRONG_WAY,1
37.5,wrong_way_01,WRONG_WAY,1
37.5,wrong_way_01,WRONG_WAY,1
37.5,wrong_way_01,WRONG_WAY,1
37.5,wrong_way_01,WRONG_WAY,1
37.6,wrong_way_01,WRONG_WAY,1
37.6,wrong_way_01,WRONG_WAY,1
37.6,wrong_way_01,WRONG_WAY,1
37.6,wrong_way_01,WRONG_WAY,1
37.6,wrong_way_01,WRONG_WAY,1
37.7,wrong_way_01,WRONG_WAY,1
37.7,wrong_way_01,WRONG_WAY,1
37.7,wrong_way_01,WRONG_WAY,1
37.7,wrong_way_01,WRONG_WAY,1
37.7,wrong_way_01,WRONG_WAY,1
37.8,wrong_way_01,WRONG_WAY,1
37.8,wrong_way_01,WRONG_WAY,1
37.8,wrong_way_01,WRONG_WAY,1
37.8,wrong_way_01,WRONG_WAY,1
37.8,wrong_way_01,WRONG_WAY,1
37.9,wrong_way_01,WRONG_WAY,1
37.9,wrong_way_01,WRONG_WAY,1
37.9,wrong_way_01,WRONG_WAY,1
37.9,wrong_way_01,WRONG_WAY,1
37.9,wrong_way_01,WRONG_WAY,1
38.0,wrong_way_01,WRONG_WAY,1
38.0,wrong_way_01,WRONG_WAY,1
38.0,wrong_way_01,WRONG_WAY,1
38.0,wrong_way_01,WRONG_WAY,1
38.0,wrong_way_01,WRONG_WAY,1
38.1,wrong_way_01,WRONG_WAY,1
38.1,wrong_way_01,WRONG_WAY,1
38.1,wrong_way_01,WRONG_WAY,1
38.1,wrong_way_01,WRONG_WAY,1
38.1,wrong_way_01,WRONG_WAY,1
38.2,wrong_way_01,WRONG_WAY,1
38.2,wrong_way_01,WRONG_WAY,1
38.2,wrong_way_01,WRONG_WAY,1
38.2,wrong_way_01,WRONG_WAY,1
38.2,wrong_way_01,WRONG_WAY,1
38.3,wrong_way_01,WRONG_WAY,1
38.3,wrong_way_01,WRONG_WAY,1
38.3,wrong_way_01,WRONG_WAY,1
38.3,wrong_way_01,WRONG_WAY,1
38.3,wrong_way_01,WRONG_WAY,1
38.4,wrong_way_01,WRONG_WAY,1
38.4,wrong_way_01,WRONG_WAY,1
38.4,wrong_way_01,WRONG_WAY,1
38.4,wrong_way_01,WRONG_WAY,1
38.4,wrong_way_01,WRONG_WAY,1
38.5,wrong_way_01,WRONG_WAY,1
38.5,wrong_way_01,WRONG_WAY,1
38.5,wrong_way_01,WRONG_WAY,1
38.5,wrong_way_01,WRONG_WAY,1
38.5,wrong_way_01,WRONG_WAY,1
38.6,wrong_way_01,WRONG_WAY,1
38.6,wrong_way_01,WRONG_WAY,1
38.6,wrong_way_01,WRONG_WAY,1
38.6,wrong_way_01,WRONG_WAY,1
38.6,wrong_way_01,WRONG_WAY,1
38.7,wrong_way_01,WRONG_WAY,1
38.7,wrong_way_01,WRONG_WAY,1
38.7,wrong_way_01,WRONG_WAY,1
38.7,wrong_way_01,WRONG_WAY,1
38.7,wrong_way_01,WRONG_WAY,1
38.8,wrong_way_01,WRONG_WAY,1
38.8,wrong_way_01,WRONG_WAY,1
38.8,wrong_way_01,WRONG_WAY,1
38.8,wrong_way_01,WRONG_WAY,1
38.8,wrong_way_01,WRONG_WAY,1
38.9,wrong_way_01,WRONG_WAY,1
38.9,wrong_way_01,WRONG_WAY,1
38.9,wrong_way_01,WRONG_WAY,1
38.9,wrong_way_01,WRONG_WAY,1
38.9,wrong_way_01,WRONG_WAY,1
39.0,wrong_way_01,WRONG_WAY,1
39.0,wrong_way_01,WRONG_WAY,1
39.0,wrong_way_01,WRONG_WAY,1
39.0,wrong_way_01,WRONG_WAY,1
39.0,wrong_way_01,WRONG_WAY,1
